question_id,question_type,route,question,companies,programs,answerable,requires_evidence_retrieval,scope_nct_ids,scope_document_count,gold_evidence_nct_ids,gold_evidence_count,evidence_review_status,expected_answer_points,notes
A02,analytical,hybrid,What does the trial portfolio suggest about how Eli Lilly is diversifying beyond Tirzepatide?,"[""Eli Lilly""]","[""Eloralintide"", ""Macupatide"", ""Naperiglipron"", ""Orforglipron"", ""Retatrutide"", ""Tirzepatide""]",True,True,"[""NCT00630825"", ""NCT00993421"", ""NCT04184622"", ""NCT04657003"", ""NCT04657016"", ""NCT04660643"", ""NCT04844918"", ""NCT04847557"", ""NCT04881760"", ""NCT05024032"", ""NCT05051579"", ""NCT05556512"", ""NCT05616013"", ""NCT05822830"", ""NCT05869903"", ""NCT05872620"", ""NCT05882045"", ""NCT05929066"", ""NCT05929079"", ""NCT05931367"", ""NCT05931380"", ""NCT06037252"", ""NCT06047548"", ""NCT06075667"", ""NCT06124807"", ""NCT06143956"", ""NCT06230523"", ""NCT06373146"", ""NCT06439277"", ""NCT06584916"", ""NCT06588283"", ""NCT06588296"", ""NCT06603571"", ""NCT06643728"", ""NCT06662383"", ""NCT06672549"", ""NCT06672939"", ""NCT06683508"", ""NCT06859268"", ""NCT06901349"", ""NCT06937086"", ""NCT06937099"", ""NCT06972459"", ""NCT07030868"", ""NCT07035093"", ""NCT07215559"", ""NCT07232719"", ""NCT07282600"", ""NCT07321886"", ""NCT07353931"", ""NCT07357415"", ""NCT07369011"", ""NCT07392190"", ""NCT07589608""]",54,"[""NCT04184622"", ""NCT05872620"", ""NCT06143956"", ""NCT06603571"", ""NCT06662383"", ""NCT07215559""]",6,complete,"Identify evidence of multiple obesity programs, development phases and trial objectives.",
A03,analytical,retrieval,"Across the four companies, what types of primary outcomes are most commonly used in obesity trials?","[""Amgen"", ""Boehringer Ingelheim"", ""Eli Lilly"", ""Novo Nordisk""]",[],True,True,"[""NCT00422058"", ""NCT00504673"", ""NCT00630825"", ""NCT00781937"", ""NCT00993421"", ""NCT01272219"", ""NCT01272232"", ""NCT01508949"", ""NCT01511198"", ""NCT02453711"", ""NCT02527200"", ""NCT02918279"", ""NCT02963922"", ""NCT02963935"", ""NCT03548935"", ""NCT03548987"", ""NCT03552757"", ""NCT03574597"", ""NCT03611582"", ""NCT03693430"", ""NCT03811574"", ""NCT03856047"", ""NCT04074161"", ""NCT04102189"", ""NCT04184622"", ""NCT04251156"", ""NCT04657003"", ""NCT04657016"", ""NCT04660643"", ""NCT04667377"", ""NCT04775082"", ""NCT04788511"", ""NCT04844918"", ""NCT04847557"", ""NCT04881760"", ""NCT04916470"", ""NCT04969939"", ""NCT04998136"", ""NCT05024032"", ""NCT05035095"", ""NCT05040971"", ""NCT05051579"", ""NCT05064735"", ""NCT05132088"", ""NCT05394519"", ""NCT05444153"", ""NCT05556512"", ""NCT05564117"", ""NCT05567796"", ""NCT05616013"", ""NCT05646706"", ""NCT05649137"", ""NCT05669599"", ""NCT05726227"", ""NCT05813925"", ""NCT05822830"", ""NCT05869903"", ""NCT05872620"", ""NCT05882045"", ""NCT05890976"", ""NCT05929066"", ""NCT05929079"", ""NCT05931367"", ""NCT05931380"", ""NCT05996848"", ""NCT06037252"", ""NCT06041217"", ""NCT06047548"", ""NCT06064006"", ""NCT06066515"", ""NCT06066528"", ""NCT06075667"", ""NCT06124807"", ""NCT06131437"", ""NCT06143956"", ""NCT06176365"", ""NCT06214741"", ""NCT06230523"", ""NCT06309992"", ""NCT06326060"", ""NCT06373146"", ""NCT06388187"", ""NCT06439277"", ""NCT06584916"", ""NCT06588283"", ""NCT06588296"", ""NCT06603571"", ""NCT06643728"", ""NCT06662383"", ""NCT06672549"", ""NCT06672939"", ""NCT06683508"", ""NCT06780449"", ""NCT06858839"", ""NCT06858878"", ""NCT06859268"", ""NCT06901349"", ""NCT06937086"", ""NCT06937099"", ""NCT06972459"", ""NCT06987695"", ""NCT07011667"", ""NCT07030868"", ""NCT07035093"", ""NCT07184632"", ""NCT07215559"", ""NCT07220642"", ""NCT07220759"", ""NCT07232719"", ""NCT07253285"", ""NCT07282600"", ""NCT07321886"", ""NCT07339423"", ""NCT07353931"", ""NCT07357415"", ""NCT07357766"", ""NCT07369011"", ""NCT07392190"", ""NCT07395687"", ""NCT07400107"", ""NCT07441252"", ""NCT07481630"", ""NCT07503210"", ""NCT07509307"", ""NCT07533175"", ""NCT07564414"", ""NCT07571005"", ""NCT07571109"", ""NCT07575399"", ""NCT07589608"", ""NCT07639021"", ""NCT07662122"", ""NCT07668401"", ""NCT07668414"", ""NCT07684144"", ""NCT07684235"", ""NCT07720271"", ""NCT07745504"", ""NCT07770841""]",139,"[""NCT02527200"", ""NCT03574597"", ""NCT04184622"", ""NCT04667377"", ""NCT05035095"", ""NCT06439277"", ""NCT06858839""]",7,complete,Summarize recurring outcome categories using trial evidence.,
A04,analytical,hybrid,"Which obesity programs appear to have the broadest clinical development footprints in this corpus, and what evidence supports that assessment?","[""Amgen"", ""Boehringer Ingelheim"", ""Eli Lilly"", ""Novo Nordisk""]",[],True,True,"[""NCT00422058"", ""NCT00504673"", ""NCT00630825"", ""NCT00781937"", ""NCT00993421"", ""NCT01272219"", ""NCT01272232"", ""NCT01508949"", ""NCT01511198"", ""NCT02453711"", ""NCT02527200"", ""NCT02918279"", ""NCT02963922"", ""NCT02963935"", ""NCT03548935"", ""NCT03548987"", ""NCT03552757"", ""NCT03574597"", ""NCT03611582"", ""NCT03693430"", ""NCT03811574"", ""NCT03856047"", ""NCT04074161"", ""NCT04102189"", ""NCT04184622"", ""NCT04251156"", ""NCT04657003"", ""NCT04657016"", ""NCT04660643"", ""NCT04667377"", ""NCT04775082"", ""NCT04788511"", ""NCT04844918"", ""NCT04847557"", ""NCT04881760"", ""NCT04916470"", ""NCT04969939"", ""NCT04998136"", ""NCT05024032"", ""NCT05035095"", ""NCT05040971"", ""NCT05051579"", ""NCT05064735"", ""NCT05132088"", ""NCT05394519"", ""NCT05444153"", ""NCT05556512"", ""NCT05564117"", ""NCT05567796"", ""NCT05616013"", ""NCT05646706"", ""NCT05649137"", ""NCT05669599"", ""NCT05726227"", ""NCT05813925"", ""NCT05822830"", ""NCT05869903"", ""NCT05872620"", ""NCT05882045"", ""NCT05890976"", ""NCT05929066"", ""NCT05929079"", ""NCT05931367"", ""NCT05931380"", ""NCT05996848"", ""NCT06037252"", ""NCT06041217"", ""NCT06047548"", ""NCT06064006"", ""NCT06066515"", ""NCT06066528"", ""NCT06075667"", ""NCT06124807"", ""NCT06131437"", ""NCT06143956"", ""NCT06176365"", ""NCT06214741"", ""NCT06230523"", ""NCT06309992"", ""NCT06326060"", ""NCT06373146"", ""NCT06388187"", ""NCT06439277"", ""NCT06584916"", ""NCT06588283"", ""NCT06588296"", ""NCT06603571"", ""NCT06643728"", ""NCT06662383"", ""NCT06672549"", ""NCT06672939"", ""NCT06683508"", ""NCT06780449"", ""NCT06858839"", ""NCT06858878"", ""NCT06859268"", ""NCT06901349"", ""NCT06937086"", ""NCT06937099"", ""NCT06972459"", ""NCT06987695"", ""NCT07011667"", ""NCT07030868"", ""NCT07035093"", ""NCT07184632"", ""NCT07215559"", ""NCT07220642"", ""NCT07220759"", ""NCT07232719"", ""NCT07253285"", ""NCT07282600"", ""NCT07321886"", ""NCT07339423"", ""NCT07353931"", ""NCT07357415"", ""NCT07357766"", ""NCT07369011"", ""NCT07392190"", ""NCT07395687"", ""NCT07400107"", ""NCT07441252"", ""NCT07481630"", ""NCT07503210"", ""NCT07509307"", ""NCT07533175"", ""NCT07564414"", ""NCT07571005"", ""NCT07571109"", ""NCT07575399"", ""NCT07589608"", ""NCT07639021"", ""NCT07662122"", ""NCT07668401"", ""NCT07668414"", ""NCT07684144"", ""NCT07684235"", ""NCT07720271"", ""NCT07745504"", ""NCT07770841""]",139,"[""NCT02527200"", ""NCT02963922"", ""NCT03552757"", ""NCT05064735"", ""NCT06309992"", ""NCT06780449"", ""NCT06858839"", ""NCT06937086""]",8,complete,"Use trial counts, phase breadth, status and population diversity; avoid equating breadth with clinical superiority.",
A05,analytical,retrieval,How do obesity trials expand beyond weight-loss endpoints into cardiovascular or other clinical outcomes?,"[""Amgen"", ""Boehringer Ingelheim"", ""Eli Lilly"", ""Novo Nordisk""]",[],True,True,"[""NCT00422058"", ""NCT00504673"", ""NCT00630825"", ""NCT00781937"", ""NCT00993421"", ""NCT01272219"", ""NCT01272232"", ""NCT01508949"", ""NCT01511198"", ""NCT02453711"", ""NCT02527200"", ""NCT02918279"", ""NCT02963922"", ""NCT02963935"", ""NCT03548935"", ""NCT03548987"", ""NCT03552757"", ""NCT03574597"", ""NCT03611582"", ""NCT03693430"", ""NCT03811574"", ""NCT03856047"", ""NCT04074161"", ""NCT04102189"", ""NCT04184622"", ""NCT04251156"", ""NCT04657003"", ""NCT04657016"", ""NCT04660643"", ""NCT04667377"", ""NCT04775082"", ""NCT04788511"", ""NCT04844918"", ""NCT04847557"", ""NCT04881760"", ""NCT04916470"", ""NCT04969939"", ""NCT04998136"", ""NCT05024032"", ""NCT05035095"", ""NCT05040971"", ""NCT05051579"", ""NCT05064735"", ""NCT05132088"", ""NCT05394519"", ""NCT05444153"", ""NCT05556512"", ""NCT05564117"", ""NCT05567796"", ""NCT05616013"", ""NCT05646706"", ""NCT05649137"", ""NCT05669599"", ""NCT05726227"", ""NCT05813925"", ""NCT05822830"", ""NCT05869903"", ""NCT05872620"", ""NCT05882045"", ""NCT05890976"", ""NCT05929066"", ""NCT05929079"", ""NCT05931367"", ""NCT05931380"", ""NCT05996848"", ""NCT06037252"", ""NCT06041217"", ""NCT06047548"", ""NCT06064006"", ""NCT06066515"", ""NCT06066528"", ""NCT06075667"", ""NCT06124807"", ""NCT06131437"", ""NCT06143956"", ""NCT06176365"", ""NCT06214741"", ""NCT06230523"", ""NCT06309992"", ""NCT06326060"", ""NCT06373146"", ""NCT06388187"", ""NCT06439277"", ""NCT06584916"", ""NCT06588283"", ""NCT06588296"", ""NCT06603571"", ""NCT06643728"", ""NCT06662383"", ""NCT06672549"", ""NCT06672939"", ""NCT06683508"", ""NCT06780449"", ""NCT06858839"", ""NCT06858878"", ""NCT06859268"", ""NCT06901349"", ""NCT06937086"", ""NCT06937099"", ""NCT06972459"", ""NCT06987695"", ""NCT07011667"", ""NCT07030868"", ""NCT07035093"", ""NCT07184632"", ""NCT07215559"", ""NCT07220642"", ""NCT07220759"", ""NCT07232719"", ""NCT07253285"", ""NCT07282600"", ""NCT07321886"", ""NCT07339423"", ""NCT07353931"", ""NCT07357415"", ""NCT07357766"", ""NCT07369011"", ""NCT07392190"", ""NCT07395687"", ""NCT07400107"", ""NCT07441252"", ""NCT07481630"", ""NCT07503210"", ""NCT07509307"", ""NCT07533175"", ""NCT07564414"", ""NCT07571005"", ""NCT07571109"", ""NCT07575399"", ""NCT07589608"", ""NCT07639021"", ""NCT07662122"", ""NCT07668401"", ""NCT07668414"", ""NCT07684144"", ""NCT07684235"", ""NCT07720271"", ""NCT07745504"", ""NCT07770841""]",139,"[""NCT03574597"", ""NCT04847557"", ""NCT05929066"", ""NCT06309992""]",4,complete,Identify supported examples of broader clinical-outcome objectives.,
A06,analytical,hybrid,How does Amgen's obesity development strategy differ from the larger Novo Nordisk and Eli Lilly portfolios in this dataset?,"[""Amgen"", ""Eli Lilly"", ""Novo Nordisk""]","[""Maridebart cafraglutide""]",True,True,"[""NCT00422058"", ""NCT00504673"", ""NCT00630825"", ""NCT00781937"", ""NCT00993421"", ""NCT01272219"", ""NCT01272232"", ""NCT01508949"", ""NCT01511198"", ""NCT02453711"", ""NCT02527200"", ""NCT02918279"", ""NCT02963922"", ""NCT02963935"", ""NCT03548935"", ""NCT03548987"", ""NCT03552757"", ""NCT03574597"", ""NCT03611582"", ""NCT03693430"", ""NCT03811574"", ""NCT03856047"", ""NCT04074161"", ""NCT04102189"", ""NCT04184622"", ""NCT04251156"", ""NCT04657003"", ""NCT04657016"", ""NCT04660643"", ""NCT04775082"", ""NCT04788511"", ""NCT04844918"", ""NCT04847557"", ""NCT04881760"", ""NCT04916470"", ""NCT04969939"", ""NCT04998136"", ""NCT05024032"", ""NCT05035095"", ""NCT05040971"", ""NCT05051579"", ""NCT05064735"", ""NCT05132088"", ""NCT05394519"", ""NCT05444153"", ""NCT05556512"", ""NCT05564117"", ""NCT05567796"", ""NCT05616013"", ""NCT05646706"", ""NCT05649137"", ""NCT05669599"", ""NCT05726227"", ""NCT05813925"", ""NCT05822830"", ""NCT05869903"", ""NCT05872620"", ""NCT05882045"", ""NCT05890976"", ""NCT05929066"", ""NCT05929079"", ""NCT05931367"", ""NCT05931380"", ""NCT05996848"", ""NCT06037252"", ""NCT06041217"", ""NCT06047548"", ""NCT06064006"", ""NCT06075667"", ""NCT06124807"", ""NCT06131437"", ""NCT06143956"", ""NCT06230523"", ""NCT06326060"", ""NCT06373146"", ""NCT06388187"", ""NCT06439277"", ""NCT06584916"", ""NCT06588283"", ""NCT06588296"", ""NCT06603571"", ""NCT06643728"", ""NCT06662383"", ""NCT06672549"", ""NCT06672939"", ""NCT06683508"", ""NCT06780449"", ""NCT06858839"", ""NCT06858878"", ""NCT06859268"", ""NCT06901349"", ""NCT06937086"", ""NCT06937099"", ""NCT06972459"", ""NCT06987695"", ""NCT07011667"", ""NCT07030868"", ""NCT07035093"", ""NCT07184632"", ""NCT07215559"", ""NCT07220642"", ""NCT07220759"", ""NCT07232719"", ""NCT07253285"", ""NCT07282600"", ""NCT07321886"", ""NCT07339423"", ""NCT07353931"", ""NCT07357415"", ""NCT07357766"", ""NCT07369011"", ""NCT07392190"", ""NCT07395687"", ""NCT07400107"", ""NCT07441252"", ""NCT07481630"", ""NCT07503210"", ""NCT07509307"", ""NCT07533175"", ""NCT07564414"", ""NCT07571005"", ""NCT07571109"", ""NCT07575399"", ""NCT07589608"", ""NCT07639021"", ""NCT07668401"", ""NCT07668414"", ""NCT07684144"", ""NCT07684235"", ""NCT07720271"", ""NCT07745504"", ""NCT07770841""]",132,"[""NCT02453711"", ""NCT04847557"", ""NCT06388187"", ""NCT06780449"", ""NCT06858839""]",5,complete,"Compare program concentration, number of trials, phases and active development without judging future success.",
A07,analytical,retrieval,What evidence shows obesity programs being evaluated in distinct patient subpopulations or obesity-related clinical contexts?,"[""Amgen"", ""Boehringer Ingelheim"", ""Eli Lilly"", ""Novo Nordisk""]",[],True,True,"[""NCT00422058"", ""NCT00504673"", ""NCT00630825"", ""NCT00781937"", ""NCT00993421"", ""NCT01272219"", ""NCT01272232"", ""NCT01508949"", ""NCT01511198"", ""NCT02453711"", ""NCT02527200"", ""NCT02918279"", ""NCT02963922"", ""NCT02963935"", ""NCT03548935"", ""NCT03548987"", ""NCT03552757"", ""NCT03574597"", ""NCT03611582"", ""NCT03693430"", ""NCT03811574"", ""NCT03856047"", ""NCT04074161"", ""NCT04102189"", ""NCT04184622"", ""NCT04251156"", ""NCT04657003"", ""NCT04657016"", ""NCT04660643"", ""NCT04667377"", ""NCT04775082"", ""NCT04788511"", ""NCT04844918"", ""NCT04847557"", ""NCT04881760"", ""NCT04916470"", ""NCT04969939"", ""NCT04998136"", ""NCT05024032"", ""NCT05035095"", ""NCT05040971"", ""NCT05051579"", ""NCT05064735"", ""NCT05132088"", ""NCT05394519"", ""NCT05444153"", ""NCT05556512"", ""NCT05564117"", ""NCT05567796"", ""NCT05616013"", ""NCT05646706"", ""NCT05649137"", ""NCT05669599"", ""NCT05726227"", ""NCT05813925"", ""NCT05822830"", ""NCT05869903"", ""NCT05872620"", ""NCT05882045"", ""NCT05890976"", ""NCT05929066"", ""NCT05929079"", ""NCT05931367"", ""NCT05931380"", ""NCT05996848"", ""NCT06037252"", ""NCT06041217"", ""NCT06047548"", ""NCT06064006"", ""NCT06066515"", ""NCT06066528"", ""NCT06075667"", ""NCT06124807"", ""NCT06131437"", ""NCT06143956"", ""NCT06176365"", ""NCT06214741"", ""NCT06230523"", ""NCT06309992"", ""NCT06326060"", ""NCT06373146"", ""NCT06388187"", ""NCT06439277"", ""NCT06584916"", ""NCT06588283"", ""NCT06588296"", ""NCT06603571"", ""NCT06643728"", ""NCT06662383"", ""NCT06672549"", ""NCT06672939"", ""NCT06683508"", ""NCT06780449"", ""NCT06858839"", ""NCT06858878"", ""NCT06859268"", ""NCT06901349"", ""NCT06937086"", ""NCT06937099"", ""NCT06972459"", ""NCT06987695"", ""NCT07011667"", ""NCT07030868"", ""NCT07035093"", ""NCT07184632"", ""NCT07215559"", ""NCT07220642"", ""NCT07220759"", ""NCT07232719"", ""NCT07253285"", ""NCT07282600"", ""NCT07321886"", ""NCT07339423"", ""NCT07353931"", ""NCT07357415"", ""NCT07357766"", ""NCT07369011"", ""NCT07392190"", ""NCT07395687"", ""NCT07400107"", ""NCT07441252"", ""NCT07481630"", ""NCT07503210"", ""NCT07509307"", ""NCT07533175"", ""NCT07564414"", ""NCT07571005"", ""NCT07571109"", ""NCT07575399"", ""NCT07589608"", ""NCT07639021"", ""NCT07662122"", ""NCT07668401"", ""NCT07668414"", ""NCT07684144"", ""NCT07684235"", ""NCT07720271"", ""NCT07745504"", ""NCT07770841""]",139,"[""NCT02527200"", ""NCT03552757"", ""NCT04788511"", ""NCT06066528"", ""NCT06858839""]",5,complete,"Use conditions, eligibility and trial descriptions to identify distinct populations.",
A08,analytical,hybrid,"What does the current trial-status mix suggest about the maturity of Amgen, Boehringer Ingelheim, Eli Lilly and Novo Nordisk obesity portfolios?","[""Amgen"", ""Boehringer Ingelheim"", ""Eli Lilly"", ""Novo Nordisk""]",[],True,True,"[""NCT00422058"", ""NCT00504673"", ""NCT00630825"", ""NCT00781937"", ""NCT00993421"", ""NCT01272219"", ""NCT01272232"", ""NCT01508949"", ""NCT01511198"", ""NCT02453711"", ""NCT02527200"", ""NCT02918279"", ""NCT02963922"", ""NCT02963935"", ""NCT03548935"", ""NCT03548987"", ""NCT03552757"", ""NCT03574597"", ""NCT03611582"", ""NCT03693430"", ""NCT03811574"", ""NCT03856047"", ""NCT04074161"", ""NCT04102189"", ""NCT04184622"", ""NCT04251156"", ""NCT04657003"", ""NCT04657016"", ""NCT04660643"", ""NCT04667377"", ""NCT04775082"", ""NCT04788511"", ""NCT04844918"", ""NCT04847557"", ""NCT04881760"", ""NCT04916470"", ""NCT04969939"", ""NCT04998136"", ""NCT05024032"", ""NCT05035095"", ""NCT05040971"", ""NCT05051579"", ""NCT05064735"", ""NCT05132088"", ""NCT05394519"", ""NCT05444153"", ""NCT05556512"", ""NCT05564117"", ""NCT05567796"", ""NCT05616013"", ""NCT05646706"", ""NCT05649137"", ""NCT05669599"", ""NCT05726227"", ""NCT05813925"", ""NCT05822830"", ""NCT05869903"", ""NCT05872620"", ""NCT05882045"", ""NCT05890976"", ""NCT05929066"", ""NCT05929079"", ""NCT05931367"", ""NCT05931380"", ""NCT05996848"", ""NCT06037252"", ""NCT06041217"", ""NCT06047548"", ""NCT06064006"", ""NCT06066515"", ""NCT06066528"", ""NCT06075667"", ""NCT06124807"", ""NCT06131437"", ""NCT06143956"", ""NCT06176365"", ""NCT06214741"", ""NCT06230523"", ""NCT06309992"", ""NCT06326060"", ""NCT06373146"", ""NCT06388187"", ""NCT06439277"", ""NCT06584916"", ""NCT06588283"", ""NCT06588296"", ""NCT06603571"", ""NCT06643728"", ""NCT06662383"", ""NCT06672549"", ""NCT06672939"", ""NCT06683508"", ""NCT06780449"", ""NCT06858839"", ""NCT06858878"", ""NCT06859268"", ""NCT06901349"", ""NCT06937086"", ""NCT06937099"", ""NCT06972459"", ""NCT06987695"", ""NCT07011667"", ""NCT07030868"", ""NCT07035093"", ""NCT07184632"", ""NCT07215559"", ""NCT07220642"", ""NCT07220759"", ""NCT07232719"", ""NCT07253285"", ""NCT07282600"", ""NCT07321886"", ""NCT07339423"", ""NCT07353931"", ""NCT07357415"", ""NCT07357766"", ""NCT07369011"", ""NCT07392190"", ""NCT07395687"", ""NCT07400107"", ""NCT07441252"", ""NCT07481630"", ""NCT07503210"", ""NCT07509307"", ""NCT07533175"", ""NCT07564414"", ""NCT07571005"", ""NCT07571109"", ""NCT07575399"", ""NCT07589608"", ""NCT07639021"", ""NCT07662122"", ""NCT07668401"", ""NCT07668414"", ""NCT07684144"", ""NCT07684235"", ""NCT07720271"", ""NCT07745504"", ""NCT07770841""]",139,"[""NCT04667377"", ""NCT05929066"", ""NCT06066528"", ""NCT06388187"", ""NCT06780449"", ""NCT07369011"", ""NCT07684235""]",7,complete,Describe differences in active/completed and Phase 2/3 mix; do not convert this into approval probability.,
A09,analytical,retrieval,How diverse are the trial populations and geographies represented in the major obesity programs?,"[""Amgen"", ""Boehringer Ingelheim"", ""Eli Lilly"", ""Novo Nordisk""]",[],True,True,"[""NCT00422058"", ""NCT00504673"", ""NCT00630825"", ""NCT00781937"", ""NCT00993421"", ""NCT01272219"", ""NCT01272232"", ""NCT01508949"", ""NCT01511198"", ""NCT02453711"", ""NCT02527200"", ""NCT02918279"", ""NCT02963922"", ""NCT02963935"", ""NCT03548935"", ""NCT03548987"", ""NCT03552757"", ""NCT03574597"", ""NCT03611582"", ""NCT03693430"", ""NCT03811574"", ""NCT03856047"", ""NCT04074161"", ""NCT04102189"", ""NCT04184622"", ""NCT04251156"", ""NCT04657003"", ""NCT04657016"", ""NCT04660643"", ""NCT04667377"", ""NCT04775082"", ""NCT04788511"", ""NCT04844918"", ""NCT04847557"", ""NCT04881760"", ""NCT04916470"", ""NCT04969939"", ""NCT04998136"", ""NCT05024032"", ""NCT05035095"", ""NCT05040971"", ""NCT05051579"", ""NCT05064735"", ""NCT05132088"", ""NCT05394519"", ""NCT05444153"", ""NCT05556512"", ""NCT05564117"", ""NCT05567796"", ""NCT05616013"", ""NCT05646706"", ""NCT05649137"", ""NCT05669599"", ""NCT05726227"", ""NCT05813925"", ""NCT05822830"", ""NCT05869903"", ""NCT05872620"", ""NCT05882045"", ""NCT05890976"", ""NCT05929066"", ""NCT05929079"", ""NCT05931367"", ""NCT05931380"", ""NCT05996848"", ""NCT06037252"", ""NCT06041217"", ""NCT06047548"", ""NCT06064006"", ""NCT06066515"", ""NCT06066528"", ""NCT06075667"", ""NCT06124807"", ""NCT06131437"", ""NCT06143956"", ""NCT06176365"", ""NCT06214741"", ""NCT06230523"", ""NCT06309992"", ""NCT06326060"", ""NCT06373146"", ""NCT06388187"", ""NCT06439277"", ""NCT06584916"", ""NCT06588283"", ""NCT06588296"", ""NCT06603571"", ""NCT06643728"", ""NCT06662383"", ""NCT06672549"", ""NCT06672939"", ""NCT06683508"", ""NCT06780449"", ""NCT06858839"", ""NCT06858878"", ""NCT06859268"", ""NCT06901349"", ""NCT06937086"", ""NCT06937099"", ""NCT06972459"", ""NCT06987695"", ""NCT07011667"", ""NCT07030868"", ""NCT07035093"", ""NCT07184632"", ""NCT07215559"", ""NCT07220642"", ""NCT07220759"", ""NCT07232719"", ""NCT07253285"", ""NCT07282600"", ""NCT07321886"", ""NCT07339423"", ""NCT07353931"", ""NCT07357415"", ""NCT07357766"", ""NCT07369011"", ""NCT07392190"", ""NCT07395687"", ""NCT07400107"", ""NCT07441252"", ""NCT07481630"", ""NCT07503210"", ""NCT07509307"", ""NCT07533175"", ""NCT07564414"", ""NCT07571005"", ""NCT07571109"", ""NCT07575399"", ""NCT07589608"", ""NCT07639021"", ""NCT07662122"", ""NCT07668401"", ""NCT07668414"", ""NCT07684144"", ""NCT07684235"", ""NCT07720271"", ""NCT07745504"", ""NCT07770841""]",139,"[""NCT01272219"", ""NCT04916470"", ""NCT05929066"", ""NCT05931380"", ""NCT06066528"", ""NCT06858839""]",6,complete,Synthesize geography and population evidence without treating site coverage as commercial reach.,
A10,analytical,hybrid,"What are the main differences in clinical-development breadth between Semaglutide, Tirzepatide, Retatrutide and Maridebart cafraglutide in this corpus?","[""Amgen"", ""Eli Lilly"", ""Novo Nordisk""]","[""Maridebart cafraglutide"", ""Retatrutide"", ""Semaglutide"", ""Tirzepatide""]",True,True,"[""NCT02453711"", ""NCT03548935"", ""NCT03548987"", ""NCT03552757"", ""NCT03574597"", ""NCT03611582"", ""NCT03693430"", ""NCT03811574"", ""NCT04074161"", ""NCT04102189"", ""NCT04184622"", ""NCT04251156"", ""NCT04657003"", ""NCT04657016"", ""NCT04660643"", ""NCT04788511"", ""NCT04844918"", ""NCT04847557"", ""NCT04881760"", ""NCT04916470"", ""NCT04998136"", ""NCT05024032"", ""NCT05040971"", ""NCT05064735"", ""NCT05394519"", ""NCT05444153"", ""NCT05556512"", ""NCT05564117"", ""NCT05567796"", ""NCT05646706"", ""NCT05649137"", ""NCT05669599"", ""NCT05726227"", ""NCT05813925"", ""NCT05822830"", ""NCT05882045"", ""NCT05890976"", ""NCT05929066"", ""NCT05929079"", ""NCT05931367"", ""NCT05996848"", ""NCT06037252"", ""NCT06041217"", ""NCT06047548"", ""NCT06075667"", ""NCT06131437"", ""NCT06143956"", ""NCT06373146"", ""NCT06388187"", ""NCT06439277"", ""NCT06588283"", ""NCT06588296"", ""NCT06603571"", ""NCT06643728"", ""NCT06662383"", ""NCT06780449"", ""NCT06858839"", ""NCT06858878"", ""NCT06859268"", ""NCT06901349"", ""NCT06937086"", ""NCT06937099"", ""NCT06987695"", ""NCT07035093"", ""NCT07232719"", ""NCT07253285"", ""NCT07357415"", ""NCT07400107"", ""NCT07441252"", ""NCT07564414"", ""NCT07575399"", ""NCT07639021"", ""NCT07668414"", ""NCT07684144"", ""NCT07684235"", ""NCT07770841""]",76,"[""NCT03548935"", ""NCT05822830"", ""NCT05929066"", ""NCT06662383"", ""NCT06858839"", ""NCT07441252""]",6,complete,"Compare corpus evidence on counts, phases, populations and outcomes; do not infer efficacy superiority.",
U01,unanswerable,abstain,Which obesity drug in this corpus will generate the highest revenue by 2030?,[],[],False,False,[],0,[],0,not_applicable,System should explicitly state that the requested conclusion is not supported by the available evidence.,Tests hallucination resistance / evidence boundaries.
U02,unanswerable,abstain,Which of these drugs is guaranteed to receive FDA approval?,[],[],False,False,[],0,[],0,not_applicable,System should explicitly state that the requested conclusion is not supported by the available evidence.,Tests hallucination resistance / evidence boundaries.
U03,unanswerable,abstain,Which company will have the largest obesity market share in 2030?,[],[],False,False,[],0,[],0,not_applicable,System should explicitly state that the requested conclusion is not supported by the available evidence.,Tests hallucination resistance / evidence boundaries.
U04,unanswerable,abstain,Which obesity drug should a specific patient take?,[],[],False,False,[],0,[],0,not_applicable,System should explicitly state that the requested conclusion is not supported by the available evidence.,Tests hallucination resistance / evidence boundaries.
U05,unanswerable,abstain,Which program will have the fewest serious adverse events after commercial launch?,[],[],False,False,[],0,[],0,not_applicable,System should explicitly state that the requested conclusion is not supported by the available evidence.,Tests hallucination resistance / evidence boundaries.
U06,unanswerable,abstain,"Based on these trials, prove that Retatrutide is clinically superior to Semaglutide.",[],[],False,False,[],0,[],0,not_applicable,System should explicitly state that the requested conclusion is not supported by the available evidence.,Tests hallucination resistance / evidence boundaries.
U07,unanswerable,abstain,What will the launch price of Zenagamtide be?,[],[],False,False,[],0,[],0,not_applicable,System should explicitly state that the requested conclusion is not supported by the available evidence.,Tests hallucination resistance / evidence boundaries.
U08,unanswerable,abstain,Which company will discontinue its obesity program next?,[],[],False,False,[],0,[],0,not_applicable,System should explicitly state that the requested conclusion is not supported by the available evidence.,Tests hallucination resistance / evidence boundaries.
U09,unanswerable,abstain,What probability of regulatory approval should be assigned to Maridebart cafraglutide?,[],[],False,False,[],0,[],0,not_applicable,System should explicitly state that the requested conclusion is not supported by the available evidence.,Tests hallucination resistance / evidence boundaries.
