question_id,question_type,route,question,candidate_rank,nct_id,canonical_company,phases,overall_status,normalized_programs,brief_title,conditions,primary_outcomes,brief_summary,start_date,enrollment,is_gold_evidence,review_notes
C04,comparative,retrieval,How do primary outcomes differ between Retatrutide and Orforglipron obesity trials?,8,NCT06672549,Eli Lilly,"[""PHASE3""]",RECRUITING,"[""Orforglipron""]",A Platform Trial for Pediatric Participants With Obesity or Overweight (LY900040),"[""Obesity"", ""Overweight""]","[{""measure"": ""Number of Participants Allocated to Each ISA"", ""description"": null, ""time_frame"": ""Baseline to Week 72""}]","The purpose of this pediatric, chronic weight management, Phase 3 Master Protocol (PWMP) is to create a framework to evaluate the safety and efficacy of pharmacologic agents for the treatment of obesity or overweight in pediatric participants.",2024-11-18,125.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
C04,comparative,retrieval,How do primary outcomes differ between Retatrutide and Orforglipron obesity trials?,9,NCT05931367,Eli Lilly,"[""PHASE3""]",COMPLETED,"[""Retatrutide""]",A Study of Retatrutide (LY3437943) Once Weekly in Participants Who Have Obesity or Overweight and Osteoarthritis of the Knee,"[""Obesity"", ""Overweight"", ""Osteo Arthritis Knee""]","[{""measure"": ""Change from Baseline in the Western Ontario and McMaster Universities Osteoarthritis Index (WOMAC) Pain Subscale Score"", ""description"": null, ""time_frame"": ""Baseline, Week 68""}, {""measure"": ""Percent Change from Baseline in Body Weight"", ""description"": null, ""time_frame"": ""Baseline, Week 68""}]",The main purpose of this study is to evaluate the safety and efficacy of retatrutide once-weekly in participants who have obesity or are overweight and have osteoarthritis (OA) of the knee. The study will lasts about 77 weeks.,2023-08-01,445.0,1.0,Selected: representative outcome pattern needed for Retatrutide–Orforglipron comparison.
C04,comparative,retrieval,How do primary outcomes differ between Retatrutide and Orforglipron obesity trials?,10,NCT05872620,Eli Lilly,"[""PHASE3""]",COMPLETED,"[""Orforglipron""]",A Study of Orforglipron in Adult Participants With Obesity or Overweight and Type 2 Diabetes,"[""Obesity"", ""Overweight"", ""Type 2 Diabetes""]","[{""measure"": ""Mean Percent Change from Baseline in Body Weight"", ""description"": null, ""time_frame"": ""Baseline, Week 72""}]",This study will investigate the safety and efficacy of once daily oral treatment with orforglipron compared with placebo on body weight in adult participants with obesity or overweight and type 2 diabetes. The study will last about 77 weeks and may include up to 22 visits.,2023-06-05,1613.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
C04,comparative,retrieval,How do primary outcomes differ between Retatrutide and Orforglipron obesity trials?,11,NCT05882045,Eli Lilly,"[""PHASE3""]",COMPLETED,"[""Retatrutide""]",A Study of Retatrutide (LY3437943) in Participants With Obesity and Cardiovascular Disease,"[""Obesity"", ""Cardiovascular Diseases""]","[{""measure"": ""Percent Change from Baseline in Body Weight"", ""description"": null, ""time_frame"": ""Baseline, Week 80""}]",The main purpose of this study is to evaluate the efficacy and safety of retatrutide once weekly in participants with obesity and established cardiovascular disease (CVD). The study will last about 113 weeks.,2023-05-30,1946.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
C04,comparative,retrieval,How do primary outcomes differ between Retatrutide and Orforglipron obesity trials?,12,NCT05051579,Eli Lilly,"[""PHASE2""]",COMPLETED,"[""Orforglipron""]",A Study of LY3502970 in Participants With Obesity or Overweight With Weight-related Comorbidities,"[""Obesity"", ""Overweight and Obesity""]","[{""measure"": ""Percent Change From Baseline in Body Weight in LY3502970 and Placebo"", ""description"": ""Least Squares (LS) mean was determined by mixed model repeated measures (MMRM) model with Baseline + Baseline BMI Group + Sex + Treatment + Time + Treatment\\*Time (Type III sum of squares) as variables. Variance-Covariance structure (Actual Value) = Unstructured. Variance-Covariance structure (Percent Change from Baseline) = Unstructured."", ""time_frame"": ""Baseline, Week 26""}]",The main purpose of the study was to assess the effect of LY3502970 in participants who have obesity or are overweight.,2021-09-29,272.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
C05,comparative,hybrid,Compare the obesity development footprints of Survodutide and Maridebart cafraglutide.,1,NCT06858839,Amgen,"[""PHASE3""]",ACTIVE_NOT_RECRUITING,"[""Maridebart cafraglutide""]",Evaluation of Maridebart Cafraglutide in Adult Participants Without Type 2 Diabetes Mellitus Who Have Obesity or Are Overweight,"[""Obesity""]","[{""measure"": ""Percent Change From Baseline in Body Weight at Week 72"", ""description"": null, ""time_frame"": ""Baseline and Week 72""}]",The primary objective of this study is to demonstrate that maridebart cafraglutide is superior to placebo for percent change in body weight.,2025-03-12,3853.0,1.0,Selected: representative phase/population/objective evidence for development-footprint comparison.
C05,comparative,hybrid,Compare the obesity development footprints of Survodutide and Maridebart cafraglutide.,2,NCT06858878,Amgen,"[""PHASE3""]",ACTIVE_NOT_RECRUITING,"[""Maridebart cafraglutide""]",Efficacy and Safety of Maridebart Cafraglutide in Adult Participants With Type 2 Diabetes Mellitus Who Have Obesity or Are Overweight,"[""Type 2 Diabetes Mellitus (T2DM), Obesity, Overweight""]","[{""measure"": ""Percent Change from Baseline in Body Weight at Week 72"", ""description"": null, ""time_frame"": ""Baseline and Week 72""}]",The primary objective of this study is to demonstrate that maridebart cafraglutide is superior to placebo for percent change in body weight.,2025-03-17,1105.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
C05,comparative,hybrid,Compare the obesity development footprints of Survodutide and Maridebart cafraglutide.,3,NCT05669599,Amgen,"[""PHASE2""]",COMPLETED,"[""Maridebart cafraglutide""]","Dose-ranging Study to Evaluate the Efficacy, Safety, and Tolerability of AMG 133 in Adult Subjects With Overweight or Obesity, With or Without Type 2 Diabetes Mellitus","[""Obesity"", ""Overweight"", ""Type 2 Diabetes Mellitus""]","[{""measure"": ""Percent Change From Baseline to Week 52 in Body Weight"", ""description"": null, ""time_frame"": ""Baseline and Week 52""}]","The study aims to compare and assess the dose response of 3 selected doses of maridebart cafraglutide compared with placebo, on inducing and maintaining weight loss from baseline at Week 52 in participants with overweight or obesity without diabetes mellitus (Cohort A) and in participants with overweight or obesity with Type 2 diabetes mellitus (Cohort B).",2023-01-18,592.0,1.0,Selected: representative phase/population/objective evidence for development-footprint comparison.
C05,comparative,hybrid,Compare the obesity development footprints of Survodutide and Maridebart cafraglutide.,4,NCT07684235,Amgen,"[""PHASE3""]",RECRUITING,"[""Maridebart cafraglutide""]","Extension Trial to Evaluate the Long-term Efficacy, Safety, and Tolerability of Maridebart Cafraglutide (MARITIME-1-EXTENSION)","[""Obesity"", ""Overweight""]","[{""measure"": ""Percent Change in Body Weight from Baseline of the Parent Trial (20210181)"", ""description"": null, ""time_frame"": ""Baseline of parent trial (20210181) to Week 48 of current trial""}, {""measure"": ""Number of Participants Experiencing Treatment-emergent Adverse Events (TEAEs) and Serious Adverse Events (SAEs)"", ""description"": null, ""time_frame"": ""Baseline of current trial up to 60 weeks""}]","The primary objective of this trial is to evaluate the long-term efficacy, safety, and tolerability of maridebart cafraglutide in participants with obesity or overweight. Trial 20250197 is an extension of trial 20210181 (NCT06858839).",2026-07-23,3200.0,1.0,Selected: representative phase/population/objective evidence for development-footprint comparison.
C05,comparative,hybrid,Compare the obesity development footprints of Survodutide and Maridebart cafraglutide.,5,NCT07441252,Amgen,"[""PHASE2""]",RECRUITING,"[""Maridebart cafraglutide""]",A Trial to Evaluate Efficacy and Safety of Maridebart Cafraglutide in Adults Living With Elevated Liver Fat and Obesity or Overweight,"[""Overweight or Obesity and Elevated Liver Fat""]","[{""measure"": ""Percent Change from Baseline in Liver Fat Content by Magnetic Resonance Imaging Proton Density Fat Fraction (MRI-PDFF) at Week 52"", ""description"": null, ""time_frame"": ""Baseline and Week 52""}, {""measure"": ""Percent Change from Baseline in Body Weight at Week 52"", ""description"": null, ""time_frame"": ""Baseline and Week 52""}]","The main objective of this trial will be to determine whether maridebart cafraglutide is superior to placebo on reduction in liver fat content and body weight in participants living with obesity or overweight and elevated liver fat content, when administered in conjunction with reduced-calorie diet and increased physical activity.",2026-03-05,180.0,1.0,Selected: representative phase/population/objective evidence for development-footprint comparison.
C05,comparative,hybrid,Compare the obesity development footprints of Survodutide and Maridebart cafraglutide.,6,NCT07684144,Amgen,"[""PHASE3""]",RECRUITING,"[""Maridebart cafraglutide""]","Extension Trial to Evaluate the Long-term Efficacy, Safety, and Tolerability of Maridebart Cafraglutide (MARITIME-2-EXTENSION)","[""Obesity"", ""Overweight"", ""Diabetes Mellitus, Type 2""]","[{""measure"": ""Percent Change in Body Weight from Baseline of the Parent Trial (20210184)"", ""description"": null, ""time_frame"": ""Baseline of parent trial (20210184) to Week 48 of current trial""}, {""measure"": ""Number of Participants Experiencing Treatment-emergent Adverse Events (TEAEs) and Serious Adverse Events (SAEs)"", ""description"": null, ""time_frame"": ""Baseline of current trial up to 60 weeks""}]","The primary objective of this trial is to evaluate the long-term efficacy, safety, and tolerability of maridebart cafraglutide in participants with obesity and type 2 diabetes mellitus. Trial 20210182 is extension of trial 20210184 (NCT06858878).",2026-07-29,950.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
C05,comparative,hybrid,Compare the obesity development footprints of Survodutide and Maridebart cafraglutide.,7,NCT06987695,Amgen,"[""PHASE3""]",ACTIVE_NOT_RECRUITING,"[""Maridebart cafraglutide""]",Efficacy and Safety of Maridebart Cafraglutide in Adult Participants in Japan Who Have Obesity Disease,"[""Obesity Disease""]","[{""measure"": ""Percent Change From Baseline in Body Weight at Week 72"", ""description"": null, ""time_frame"": ""Baseline and Week 72""}, {""measure"": ""Participants Achieving ≥ 5% Reduction in Body Weight From Baseline at Week 72"", ""description"": null, ""time_frame"": ""Baseline and Week 72""}]",The primary objective of this study is to demonstrate that maridebart cafraglutide is superior to placebo for percent change in body weight and proportion of participants with ≥ 5% reduction in body weight.,2025-06-13,279.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
C05,comparative,hybrid,Compare the obesity development footprints of Survodutide and Maridebart cafraglutide.,8,NCT07575399,Amgen,"[""PHASE3""]",RECRUITING,"[""Maridebart cafraglutide""]","Efficacy, Safety and Tolerability of Switching From Glucagon-like Peptide-1 Receptor Agonists (GLP-1RA) to Maridebart Cafraglutide in Adults With Obesity or Overweight (MARITIME-SWITCH)","[""Obesity or Overweight""]","[{""measure"": ""Percent Change from Baseline in Body Weight at Week 68"", ""description"": null, ""time_frame"": ""Week 68""}]","Efficacy, safety and tolerability of switching from GLP-1RA to maridebart cafraglutide in adults with obesity or overweight.",2026-05-11,300.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
C05,comparative,hybrid,Compare the obesity development footprints of Survodutide and Maridebart cafraglutide.,9,NCT06066528,Boehringer Ingelheim,"[""PHASE3""]",COMPLETED,"[""Survodutide""]",A Study to Test Whether Survodutide (BI 456906) Helps People Living With Overweight or Obesity Who Also Have Diabetes to Lose Weight,"[""Obesity"", ""Diabetes Mellitus, Type 2""]","[{""measure"": ""Percentage change in body weight from baseline to Week 76"", ""description"": null, ""time_frame"": ""Baseline and at Week 76""}, {""measure"": ""Achievement of body weight reduction ≥5% (yes/no) from baseline to Week 76"", ""description"": null, ""time_frame"": ""Baseline and at Week 76""}]","This study is open to adults who are at least 18 years old and have a body mass index of 27 kg/m² or more. People can take part if they have type 2 diabetes and if they are currently being treated only with diet and exercise or with specific diabetes medications. Only people who have previously not managed to lose weight by changing their diet can participate.

The purpose of this study is to find out whether a medicine called survodutide (BI 456906) helps people living with overweight or obesity who also have diabetes to lose weight.

Participants are divided into 3 groups by chance, like drawing names from a hat. 2 groups get different doses of survodutide and 1 group gets placebo. Placebo looks like survodutide but does not contain any medicine. Every participant has a 2 in 3 chance of getting survodutide. Participants inject survodutide or placebo under their skin once a week for about one and a half years. In addition to the study medicine, all participants receive counselling to make changes to their diet and to exercise regularly.

Participants are in the study for about 1 year and 7 months. During this time, it is planned that participants visit the study site up to 14 times and receive 6 phone calls by the site staff.

The doctors check participants' health and take note of any unwanted effects. The study staff also regularly measure participants' body weight. The results are compared between the groups to see whether the treatment works.",2023-11-27,755.0,1.0,Selected: representative phase/population/objective evidence for development-footprint comparison.
C05,comparative,hybrid,Compare the obesity development footprints of Survodutide and Maridebart cafraglutide.,10,NCT06066515,Boehringer Ingelheim,"[""PHASE3""]",COMPLETED,"[""Survodutide""]",A Study to Test Whether Survodutide (BI 456906) Helps People Living With Overweight or Obesity Who do Not Have Diabetes to Lose Weight,"[""Obesity""]","[{""measure"": ""Percentage change in body weight from baseline to Week 76"", ""description"": null, ""time_frame"": ""Baseline and at Week 76""}, {""measure"": ""Achievement of body weight reduction ≥5% (yes/no) from baseline to Week 76"", ""description"": null, ""time_frame"": ""Baseline and at Week 76""}]","This study is open to adults who are at least 18 years old and have

* a body mass index (BMI) of 30 kg/m² or more, or
* a BMI of 27 kg/m² or more and at least one health problem related to their weight.

People with type 2 diabetes cannot take part in this study. Only people who have previously not managed to lose weight by changing their diet can participate.

The purpose of this study is to find out whether a medicine called survodutide (BI 456906) helps people living with overweight or obesity to lose weight. Participants are divided into 3 groups by chance, like drawing names from a hat. 2 groups get different doses of survodutide and 1 group gets placebo. Placebo looks like survodutide but does not contain any medicine. Every participant has a 2 in 3 chance of getting survodutide. Participants inject survodutide or placebo under their skin once a week for about one and a half years. In addition to the study medicine, all participants receive counselling to make changes to their diet and to exercise regularly.

Participants are in the study for about 1 year and 7 months. During this time, it is planned that participants visit the study site up to 14 times and receive 6 phone calls by the site staff.

The doctors check participants' health and take note of any unwanted effects. The participants' body weight is regularly measured. The results are compared between the groups to see whether the treatment works.",2023-11-25,726.0,1.0,Selected: representative phase/population/objective evidence for development-footprint comparison.
C05,comparative,hybrid,Compare the obesity development footprints of Survodutide and Maridebart cafraglutide.,11,NCT04667377,Boehringer Ingelheim,"[""PHASE2""]",COMPLETED,"[""Survodutide""]",A Study to Test Whether Different Doses of BI 456906 Help People With Overweight or Obesity to Lose Weight,"[""Obesity""]","[{""measure"": ""Percentage Change in Body Weight From Baseline to Week 46"", ""description"": ""Percentage change in body weight from baseline to Week 46 was modeled using a mixed model for repeated measures (MMRM) with fixed effects for baseline body weight as a continuous linear covariate, and treatment, gender, visit, treatment by visit interaction and baseline by visit interaction as factors, using visit (Week 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 24, 28, 32, 36, 40, and 46) as repeated measures, an unstructured covariance matrix to model within subject measurements, adjusted mean (standard error) at Week 46 is reported. For analysis, all available post-baseline body weight measurements (on- and off-treatment) were used, except those for participants who discontinued treatment early due to COVID-19. For these participants only on-treatment values were used. That is, a hypothetical strategy was used for intercurrent event (ICE) \""COVID-19 pandemic-related early treatment discontinuation\"", a treatment policy strategy for ICE \""non-pandemic-related early treatment discontinuation\""."", ""time_frame"": ""Baseline, Week 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 24, 28, 32, 36, 40, and 46.""}]","This study is open to adults, aged 18 to 75 years, with overweight or obesity. People with body mass index (BMI) of 27 or higher to join the study. People who have diabetes cannot participate. The purpose of this study is to find out whether a medicine called BI 456906 helps people lose weight.

Participants are put into 5 groups by chance. 4 groups get different doses of BI 456906. The fifth group gets placebo. Participants get BI 456906 or placebo as injections under the skin once a week. Placebo injections look like BI 456906 injections but do not contain any medicine.

Participants are in the study for about a year. During this time, there are about 20 in-person visits to the study site. At the study site visits, doctors measure participants' body weight. Results are compared between the BI 456906 groups and the placebo group. The doctors also regularly check the general health of the participants.",2021-03-08,387.0,1.0,Selected: representative phase/population/objective evidence for development-footprint comparison.
C05,comparative,hybrid,Compare the obesity development footprints of Survodutide and Maridebart cafraglutide.,12,NCT06309992,Boehringer Ingelheim,"[""PHASE3""]",COMPLETED,"[""Survodutide""]",A Study to Test Whether Survodutide Helps People Living With Obesity or Overweight and With a Confirmed or Presumed Liver Disease Called Non-alcoholic Steatohepatitis (NASH) to Reduce Liver Fat and to Lose Weight (SYNCHRONIZE-MASLD),"[""Obesity"", ""Non-Alcoholic SteatoHepatitis (NASH)""]","[{""measure"": ""Relative reduction in liver fat content of at least 30% from baseline to Week 48 (yes/no) assessed by magnetic resonance imaging proton density fat fraction (MRI-PDFF) [%]"", ""description"": null, ""time_frame"": ""at baseline, at week 48""}, {""measure"": ""Relative change (%) in body weight [kg] from baseline to Week 48"", ""description"": null, ""time_frame"": ""at baseline, at week 48""}]","This study is open to adults who are at least 18 years old and have

* presumed or confirmed NASH together with overweight or obesity and
* a body mass index (BMI) of 30 kg/m² or more, or
* a BMI of 27 kg/m² and at least one weight-related health problem.

People with a history of other chronic liver diseases cannot take part in this study.

The purpose of this study is to find out whether a medicine called survodutide helps people living with obesity or overweight and a confirmed or presumed liver disease called nonalcoholic steatohepatitis (NASH) to have less liver fat and to lose weight. Participants are put into 2 groups randomly, which means by chance. 1 group gets different doses of survodutide and 1 group gets placebo. Placebo looks like survodutide but does not contain any medicine. Every participant has a 2 in 3 chance of getting survodutide. Participants and doctors do not know who is in which group. Participants inject survodutide or placebo under their skin once a week for about 1 year. In addition to the study medicine, all participants receive counselling to make changes to their diet and to exercise regularly.

Participants are in the study for about 1 year and 3 months. During this time, it is planned that participants visit the study site up to 14 times and receive 3 phone calls by the site staff. The doctors check participants' health and take note of any unwanted effects. The participants' body weight is regularly measured. At 3 of the visits, the participants' liver is measured using different imaging methods. The results are compared between the groups to see whether the treatment works.",2024-04-02,218.0,1.0,Selected: representative phase/population/objective evidence for development-footprint comparison.
C06,comparative,hybrid,How do Novo Nordisk's Zenagamtide and CagriSema programs differ in trial maturity?,1,NCT07564414,Novo Nordisk,"[""PHASE3""]",RECRUITING,"[""CagriSema"", ""Semaglutide""]",A Research Study to Look at How Two Different Doses of CagriSema and One Dose of Semaglutide Help People Living With Obesity With or Without Type 2 Diabetes Lose Weight,"[""Obesity"", ""Type 2 Diabetes""]","[{""measure"": ""Relative change in body weight"", ""description"": ""Measured as percentage (%)."", ""time_frame"": ""From randomisation (week 0) to end of treatment (week 72)""}]","This clinical study is testing how the study medicine CagriSema helps people living with obesity, with or without type 2 diabetes (T2D), lose weight. The purpose of the study is to find out how safe and effective CagriSema is for body weight loss in these participants. Participants will receive either CagriSema or semaglutide, and which treatment participants receive is decided by chance. CagriSema is a new study medicine being tested, while semaglutide is a medicine that doctors can already prescribe. The study will last for about 83 weeks",2026-05-21,2500.0,1.0,Selected: representative evidence for program maturity across phase/status/time.
C06,comparative,hybrid,How do Novo Nordisk's Zenagamtide and CagriSema programs differ in trial maturity?,2,NCT07357766,Novo Nordisk,"[""PHASE3""]",WITHDRAWN,"[""CagriSema""]",A Research Study to Compare Different Versions of Injectable CagriSema and Placebo in People With Excess Body Weight,"[""Overweight"", ""Obesity""]","[{""measure"": ""Relative change in body weight"", ""description"": ""Measured in percentage (%)."", ""time_frame"": ""From baseline (week 0) to end of treatment (week 44)""}]","This study is being done to find out how well a medicine called CagriSema helps people with overweight or obesity lose weight. CagriSema is still being tested in studies and is not yet available for doctors to prescribe. In this study the sponsor will compare two version of CagriSema injected by two different types of injection devices. Which treatment participants get is decided by chance using a computer program, so neither participants nor study staff will know which treatment is given. The study will last for about one year.",2026-06-22,0.0,1.0,Selected: representative evidence for program maturity across phase/status/time.
C06,comparative,hybrid,How do Novo Nordisk's Zenagamtide and CagriSema programs differ in trial maturity?,3,NCT07509307,Novo Nordisk,"[""PHASE3""]",RECRUITING,"[""Zenagamtide""]",AMAZE 6: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Knee Osteoarthritis Lose Weight and Reduce Pain,"[""Obesity"", ""Overweight"", ""Osteoarthritis, Knee""]","[{""measure"": ""Relative change in body weight"", ""description"": ""Measured as percentage change in body weight."", ""time_frame"": ""From baseline (week 0) to week 80""}, {""measure"": ""Change in Western Ontario and McMaster Universities Osteoarthritis Index Numerical Rating Scale (NRS) 3.1 (24-hour) (WOMAC) pain score"", ""description"": ""WOMAC is a participant reported outcome (PRO) measures symptoms in the areas of pain, stiffness, and physical function in participants with osteoarthritis of the hip and/or knee. The measure consists of 24 items yielding 3 subscale scores and 1 total score. WOMAC raw scores are transformed to a standardised 0 to 100 score range. Higher scores indicate worse pain, stiffness, physical function, and overall osteoarthritis-related disability. Subscale score for pain ranges 0-100, where higher score indicates worse pain. Measured as score on a scale."", ""time_frame"": ""From baseline (week 0) to week 80""}]","This study is being done to look at the safety and effect of NNC0487-0111 in people with excess body weight and knee osteoarthritis when compared to placebo. There are 2 study treatments in this study taken as injections under the skin once a week. Participants will either get NNC0487-0111, (the treatment being tested) or Placebo (a treatment that has no active medicine in it). Which treatment participants get is decided by chance.",2026-04-20,400.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
C06,comparative,hybrid,How do Novo Nordisk's Zenagamtide and CagriSema programs differ in trial maturity?,4,NCT07571005,Novo Nordisk,"[""PHASE3""]",RECRUITING,"[""Zenagamtide""]",AMAZE 3: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Not Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea,"[""Obesity"", ""Overweight"", ""Obstructive Sleep Apnoea""]","[{""measure"": ""Relative change in body weight"", ""description"": ""Measured as percentage (%) change in body weight."", ""time_frame"": ""From baseline (week 0) to (week 80)""}, {""measure"": ""Change in apnoea-hypopnoea index (AHI)"", ""description"": ""Measured as events/hour."", ""time_frame"": ""From baseline (week 0) to (week 80)""}]","This study is being done to look at the efficacy and safety of NNC0487-0111 in participants with excess body weight and obstructive sleep apnoea not treated with positive airway pressure lose weight and improve sleep apnoea. There are 2 study treatments in this study taken as injections under the skin once a week. Participants will either get NNC0487-0111, (the treatment being tested) or Placebo (a treatment that has no active medicine in it) and which treatment participants get is decided by chance.",2026-05-05,300.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
C06,comparative,hybrid,How do Novo Nordisk's Zenagamtide and CagriSema programs differ in trial maturity?,5,NCT07571109,Novo Nordisk,"[""PHASE3""]",RECRUITING,"[""Zenagamtide""]",AMAZE 4: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Obstructive Sleep Apnoea Treated With Positive Airway Pressure Lose Weight and Improve Sleep Apnoea,"[""Obesity"", ""Overweight"", ""Obstructive Sleep Apnoea""]","[{""measure"": ""Relative change in body weight"", ""description"": ""Measured as percentage (%) change in body weight."", ""time_frame"": ""From baseline (week 0) to (week 80)""}, {""measure"": ""Change in apnoea-hypopnoea index (AHI)"", ""description"": ""Measured as events/hour."", ""time_frame"": ""From baseline (week 0) to (week 80)""}]","This study is being done to look at the efficacy and safety of NNC0487-0111 in participants with overweight or obesity, and obstructive sleep apnoea treated with positive airway pressure. There are 2 study treatments in this study taken as injections under the skin once a week. Participants will either get NNC0487-0111, (the treatment being tested) or Placebo (a treatment that has no active medicine in it) and which treatment participants get is decided by chance.",2026-05-05,300.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
C06,comparative,hybrid,How do Novo Nordisk's Zenagamtide and CagriSema programs differ in trial maturity?,6,NCT07481630,Novo Nordisk,"[""PHASE3""]",RECRUITING,"[""Zenagamtide""]",A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Knee Osteoarthritis Lose Weight and Reduce Pain,"[""Obesity"", ""Knee Osteoarthritis (OA)""]","[{""measure"": ""Relative change in body weight"", ""description"": ""Measured as percentage (%) of body weight."", ""time_frame"": ""From baseline (week 0) to (week 80)""}, {""measure"": ""Change in WOMAC Osteoarthritis Index NRS 3.1 (24-hour) (WOMAC) pain score"", ""description"": ""Measured as score on a scale. Western Ontario and McMaster Universities Arthritis Index (WOMAC) measures symptoms in the areas of pain, stiffness, and physical function. The measure consists of 24 items yielding 3 subscale scores and 1 total score. WOMAC raw scores are transformed to a standardised 0 to 100 score range. Higher scores indicate worse pain, stiffness, physical function, and overall osteoarthritis- related disability."", ""time_frame"": ""From baseline (week 0) to (week 80)""}]",The purpose of this clinical study is to find out if NNC0487-0111 is safe and effective for treating people who have excess body weight and knee osteoarthritis. There are 2 study treatments in this study taken as injections under the skin once a week. Participants will either get NNC0487-0111 (the treatment being tested) or Placebo (a treatment that has no active medicine in it). Which treatment participants get is decided by chance.,2026-04-13,400.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
C06,comparative,hybrid,How do Novo Nordisk's Zenagamtide and CagriSema programs differ in trial maturity?,7,NCT07400107,Novo Nordisk,"[""PHASE3""]",NOT_YET_RECRUITING,"[""Semaglutide"", ""Zenagamtide""]",AMAZE 8: A Research Study Investigating How Well the Medicine NNC0487-0111 Compared to Semaglutide Helps People With Excess Body Weight and Type 2 Diabetes Lose Weight,"[""Obesity"", ""Overweight"", ""Diabetes Mellitus, Type 2""]","[{""measure"": ""Relative change in body weight"", ""description"": ""Measured as percentage of body weight."", ""time_frame"": ""From baseline (week 0) to week 84""}]","The purpose of this clinical study is to find out if NNC0487-0111 is safe and effective for treating people who have excess body weight and type 2 diabetes. Participant will receive 2 injections every week: an active medicine and a placebo, both taken as injections under the skin once a week. The placebo is a treatment with no active medicine in it and will be given to all participants. In addition to placebo, participants will receive either of the active medicine NNC0487-0111 (the treatment being tested) or Semaglutide (an approved and commonly prescribed treatment used as comparator). Which treatment participants get is decided by chance.",2026-05-20,1000.0,1.0,Selected: representative evidence for program maturity across phase/status/time.
C06,comparative,hybrid,How do Novo Nordisk's Zenagamtide and CagriSema programs differ in trial maturity?,8,NCT07503210,Novo Nordisk,"[""PHASE3""]",RECRUITING,"[""Zenagamtide""]",AMAZE 12: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight Maintain Their Weight Loss,"[""Obesity""]","[{""measure"": ""Relative change in body weight"", ""description"": ""Measured as percentage (%) of body weight."", ""time_frame"": ""From week 40 to week 92""}]",The purpose of this clinical study is to find out if NNC0487-0111 is safe and effective for treating people who have excess body weight. There are 2 study treatments in this study taken as injections under the skin once a week. Participants will either get NNC0487-0111 (the treatment being tested) or Placebo (a treatment that has no active medicine in it). Which treatment participants get is decided by chance.,2026-04-21,600.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
C06,comparative,hybrid,How do Novo Nordisk's Zenagamtide and CagriSema programs differ in trial maturity?,9,NCT07533175,Novo Nordisk,"[""PHASE3""]",RECRUITING,"[""Zenagamtide""]",AMAZE 2: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight and Type 2 Diabetes Lose Weight,"[""Diabetes Mellitus"", ""Overweight"", ""Obesity""]","[{""measure"": ""Relative change in body weight"", ""description"": ""Measured as percentage (%) of body weight."", ""time_frame"": ""From baseline (week 0) to (week 84)""}]",The purpose of this clinical study is to find out if NNC0487-0111 is safe and effective for treating people who have excess body weight and type 2 diabetes. There are 2 study treatments in this study taken as injections under the skin once a week. Participants will either get NNC0487-0111 (the treatment being tested) or Placebo (treatment that has no active medicine in it). Which treatment participants get is decided by chance.,2026-04-13,630.0,0.0,"Relevant candidate, but not required for the compact gold-evidence set."
C06,comparative,hybrid,How do Novo Nordisk's Zenagamtide and CagriSema programs differ in trial maturity?,10,NCT07339423,Novo Nordisk,"[""PHASE3""]",RECRUITING,"[""Zenagamtide""]",AMAZE 1: A Research Study Investigating How Well the Medicine NNC0487-0111 Helps People With Excess Body Weight Lose Weight,"[""Obesity""]","[{""measure"": ""Relative change in body weight"", ""description"": ""Measured as percentage of body weight."", ""time_frame"": ""From baseline (week 0) to week 84""}]",The purpose of this clinical study is to find out if NNC0487-0111 is safe and effective for treating people who have excess body weight. There are 2 study treatments in this study taken as injections under the skin once a week. Participants will either get NNC0487-0111 (the treatment being tested) or Placebo (a treatment that has no active medicine in it). Which treatment participants get is decided by chance.,2026-02-24,1150.0,1.0,Selected: representative evidence for program maturity across phase/status/time.
